id,name,regime_id/id,description
compliance_code_eu_223238,1B003,product_trade_compliance.regime_eu_dual,"Tools, dies, moulds or fixtures, for ""superplastic forming"" or ""diffusion bonding"" titanium, aluminium or their alloys, specially designed for the manufacture of any of the following:"
compliance_code_eu_223239,1B003.a.,product_trade_compliance.regime_eu_dual,Airframe or aerospace structures;
compliance_code_eu_223240,1B003.b.,product_trade_compliance.regime_eu_dual,"""Aircraft"" or aerospace engines; or"
compliance_code_eu_223241,1B003.c.,product_trade_compliance.regime_eu_dual,Specially designed components for structures specified in 1B003.a. or for engines specified in 1B003.b.
compliance_code_eu_223242,1B101,product_trade_compliance.regime_eu_dual,"Equipment, other than that specified in 1B001, for the ""production"" of structural composites as follows; and specially designed components and accessories therefor:"
compliance_code_eu_223243,1B101.a.,product_trade_compliance.regime_eu_dual,"Filament winding machines or fibre placement machines, of which the motions for positioning, wrapping and winding fibres can be coordinated and programmed in three or more axes, designed to fabricate composite structures or laminates from ""fibrous or filamentary materials"", and coordinating and programming controls;"
compliance_code_eu_223244,1B101.b.,product_trade_compliance.regime_eu_dual,"Tape-laying machines of which the motions for positioning and laying tape and sheets can be coordinated and programmed in two or more axes, designed for the manufacture of composite airframe and ""missile"" structures;"
compliance_code_eu_223245,1B101.c.,product_trade_compliance.regime_eu_dual,"Equipment designed or modified for the ""production"" of ""fibrous or filamentary materials"" as follows:"
compliance_code_eu_223246,1B101.c.1.,product_trade_compliance.regime_eu_dual,"Equipment for converting polymeric fibres (such as polyacrylonitrile, rayon or polycarbosilane) including special provision to strain the fibre during heating;"
compliance_code_eu_223247,1B101.c.2.,product_trade_compliance.regime_eu_dual,Equipment for the vapour deposition of elements or compounds on heated filament substrates;
compliance_code_eu_223248,1B101.c.3.,product_trade_compliance.regime_eu_dual,Equipment for the wet-spinning of refractory ceramics (such as aluminium oxide);
compliance_code_eu_223249,1B101.d.,product_trade_compliance.regime_eu_dual,Equipment designed or modified for special fibre surface treatment or for producing prepregs and preforms specified in entry 9C110.
compliance_code_eu_223250,1B102,product_trade_compliance.regime_eu_dual,"Metal powder ""production equipment"", other than that specified in 1B002, and components as follows:"
compliance_code_eu_223251,1B102.a.,product_trade_compliance.regime_eu_dual,"Metal powder ""production equipment"" usable for the ""production"", in a controlled environment, of spherical, spheroidal or atomised materials specified in 1C011.a., 1C011.b., 1C111.a.1., 1C111.a.2. or in the Military Goods Controls."
compliance_code_eu_223252,1B102.b.,product_trade_compliance.regime_eu_dual,"Specially designed components for ""production equipment"" specified in 1B002 or 1B102.a."
compliance_code_eu_223253,1B115,product_trade_compliance.regime_eu_dual,"Equipment, other than that specified in 1B002 or 1B102, for the production of propellant and propellant constituents, as follows, and specially designed components therefor:"
compliance_code_eu_223254,1B115.a.,product_trade_compliance.regime_eu_dual,"""Production equipment"" for the ""production"", handling or acceptance testing of liquid propellants or propellant constituents specified in 1C011.a., 1C011.b., 1C111 or in the Military Goods Controls;"
compliance_code_eu_223255,1B115.b.,product_trade_compliance.regime_eu_dual,"""Production equipment"" for the ""production"", handling, mixing, curing, casting, pressing, machining, extruding or acceptance testing of solid propellants or propellant constituents specified in 1C011.a., 1C011.b., 1C111 or in the Military Goods Controls."
compliance_code_eu_223256,1B116,product_trade_compliance.regime_eu_dual,"Specially designed nozzles for producing pyrolitically derived materials formed on a mould, mandrel or other substrate from precursor gases which decompose in the 1 573 K (1 300 °C) to 3 173 K (2 900 °C) temperature range at pressures of 130 Pa to 20 kPa."
compliance_code_eu_223257,1B117,product_trade_compliance.regime_eu_dual,"Batch mixers having all of the following, and specially designed components therefor: a. Designed or modified for mixing under vacuum in the range of zero to 13,326 kPa: b. Capable of controlling the temperature of the mixing chamber; c. A total volumetric capacity of 110 litres or more; and d. At least one ‘mixing/kneading shaft’ mounted off centre."
compliance_code_eu_223258,1B118,product_trade_compliance.regime_eu_dual,"Continuous mixers having all of the following, and specially designed components therefor: a. Designed or modified for mixing under vacuum in the range of zero to 13,326 kPa; b. Capable of controlling the temperature of the mixing chamber; c. any of the following: 1. Two or more mixing/kneading shafts; or 2. All of the following: a. A single rotating and oscillating shaft with kneading teeth/pins; and b. Kneading teeth/pins inside the casing of the mixing chamber."
compliance_code_eu_223259,1B119,product_trade_compliance.regime_eu_dual,"Fluid energy mills usable for grinding or milling substances specified in 1C011.a., 1C011.b., 1C111 or in the Military Goods Controls, and specially designed components therefor."
compliance_code_eu_223260,1B201,product_trade_compliance.regime_eu_dual,"Filament winding machines, other than those specified in 1B001 or 1B101, and related equipment, as follows:"
compliance_code_eu_223261,1B201.a.,product_trade_compliance.regime_eu_dual,"Filament winding machines having all of the following characteristics: 1. Having motions for positioning, wrapping, and winding fibres coordinated and programmed in two or more axes; 2. Specially designed to fabricate composite structures or laminates from ""fibrous or filamentary materials""; and 3. Capable of winding cylindrical tubes with an internal diameter between 75 and 650 mm and lengths of 300 mm or greater;"
compliance_code_eu_223262,1B201.b.,product_trade_compliance.regime_eu_dual,Coordinating and programming controls for the filament winding machines specified in 1B201.a.;
compliance_code_eu_223263,1B201.c.,product_trade_compliance.regime_eu_dual,Precision mandrels for the filament winding machines specified in 1B201.a.
compliance_code_eu_223264,1B225,product_trade_compliance.regime_eu_dual,Electrolytic cells for fluorine production with an output capacity greater than 250 g of fluorine per hour.
compliance_code_eu_223265,1B226,product_trade_compliance.regime_eu_dual,"Electromagnetic isotope separators designed for, or equipped with, single or multiple ion sources capable of providing a total ion beam current of 50 mA or greater."
compliance_code_eu_223266,1B228,product_trade_compliance.regime_eu_dual,"Hydrogen cryogenic distillation columns having all of the following characteristics: a. Designed for operation with internal temperatures in the range of 15 K (-258°C) to 35 K ( 238°C); b. Designed for operation at internal pressures in the range of 0.1 MPa to 1 MPa; c. Constructed of either:  1. Austenitic stainless steel; or  2. Equivalent materials which are both cryogenic and hydrogen (H2)-compatible between 15 K (-258°C) and 35 K (-238°C); and d. With internal diameters of 30 cm or greater and ""effective lengths"" of 4 m or greater."
compliance_code_eu_223267,1B230,product_trade_compliance.regime_eu_dual,"Pumps capable of circulating solutions of concentrated or dilute potassium amide catalyst in liquid ammonia (KNH2/NH3), having all of the following characteristics: a. Airtight (i.e., hermetically sealed); b. A capacity greater than 8,5 m^3/h; and c. Either of the following characteristics: 1. For concentrated potassium amide solutions (1 % or greater), an operating pressure of 1,5 to 60 MPa; or 2. For dilute potassium amide solutions (less than 1 %), an operating pressure of 20 to 60 MPa."
compliance_code_eu_223268,1B231,product_trade_compliance.regime_eu_dual,"Tritium facilities or plants, and equipment therefor, as follows:"
compliance_code_eu_223269,1B231.a.,product_trade_compliance.regime_eu_dual,"Facilities or plants for the production, recovery, extraction, concentration, or handling of tritium;"
compliance_code_eu_223270,1B231.b.,product_trade_compliance.regime_eu_dual,"Equipment for tritium facilities or plants, as follows:"
compliance_code_eu_223271,1B231.b.1.,product_trade_compliance.regime_eu_dual,"Hydrogen or helium refrigeration units capable of cooling to 23 K (– 250 °C) or less, with heat removal capacity greater than 150 W;"
compliance_code_eu_223272,1B231.b.2.,product_trade_compliance.regime_eu_dual,Hydrogen isotope storage or hydrogen isotope purification systems using metal hydrides as the storage or purification medium.
compliance_code_eu_223273,1B232,product_trade_compliance.regime_eu_dual,Turboexpanders or turboexpander-compressor sets having both of the following characteristics: a. Designed for operation with an outlet temperature of 35 K (– 238 °C) or less; and b. Designed for a throughput of hydrogen gas of 1 000 kg/h or greater.
compliance_code_eu_223274,1B233,product_trade_compliance.regime_eu_dual,"Lithium isotope separation facilities or plants, and systems and equipment therefor, as follows:"
compliance_code_eu_223275,1B233.a.,product_trade_compliance.regime_eu_dual,Facilities or plants for the separation of lithium isotopes;
compliance_code_eu_223276,1B233.b.,product_trade_compliance.regime_eu_dual,"Equipment for the separation of lithium isotopes based on the lithium-mercury amalgam process, as follows:"
compliance_code_eu_223277,1B233.b.1.,product_trade_compliance.regime_eu_dual,Packed liquid-liquid exchange columns specially designed for lithium amalgams;
compliance_code_eu_223278,1B233.b.2.,product_trade_compliance.regime_eu_dual,Mercury or lithium amalgam pumps;
compliance_code_eu_223279,1B233.b.3.,product_trade_compliance.regime_eu_dual,Lithium amalgam electrolysis cells;
compliance_code_eu_223280,1B233.b.4.,product_trade_compliance.regime_eu_dual,Evaporators for concentrated lithium hydroxide solution;
compliance_code_eu_223281,1B233.c.,product_trade_compliance.regime_eu_dual,"Ion exchange systems specially designed for lithium isotope separation, and specially designed components therefor;"
compliance_code_eu_223282,1B233.d.,product_trade_compliance.regime_eu_dual,"Chemical exchange systems (employing crown ethers, cryptands, or lariat ethers), specially designed for lithium isotope separation, and specially designed components therefor."
compliance_code_eu_223283,1B234,product_trade_compliance.regime_eu_dual,"High explosive containment vessels, chambers, containers and other similar containment devices designed for the testing of high explosives or explosive devices and having both of the following characteristics: a. Designed to fully contain an explosion equivalent to 2 kg of trinitrotoluene (TNT) or greater; and b. Having design elements or features enabling real time or delayed transfer of diagnostic or measurement information."
compliance_code_eu_223284,1B235,product_trade_compliance.regime_eu_dual,Target assemblies and components for the production of tritium as follows:
compliance_code_eu_223285,1B235.a.,product_trade_compliance.regime_eu_dual,"Target assemblies made of or containing lithium enriched in the lithium-6 isotope specially designed for the production of tritium through irradiation, including insertion in a nuclear reactor;"
compliance_code_eu_223286,1B235.b.,product_trade_compliance.regime_eu_dual,Components specially designed for the target assemblies specified in 1B235.a.
compliance_code_eu_223287,1C,product_trade_compliance.regime_eu_dual,Materials
compliance_code_eu_223288,1C001,product_trade_compliance.regime_eu_dual,"Materials specially designed for absorbing electromagnetic radiation, or intrinsically conductive polymers, as follows:"
compliance_code_eu_223289,1C001.a.,product_trade_compliance.regime_eu_dual,Materials for absorbing frequencies exceeding 2 × 10^8 Hz but less than 3 × 10^12 Hz;
compliance_code_eu_223290,1C001.b.,product_trade_compliance.regime_eu_dual,Materials not transparent to visible light and specially designed for absorbing near-infrared radiation having a wavelength exceeding 810 nm but less than 2 000 nm (frequencies exceeding 150 THz but less than 370 THz);
compliance_code_eu_223291,1C001.c.,product_trade_compliance.regime_eu_dual,"Intrinsically conductive polymeric materials with a ‘bulk electrical conductivity’ exceeding 10 000 S/m (Siemens per metre) or a ‘sheet (surface) resistivity’ of less than 100 ohms/square, based on any of the following polymers:"
compliance_code_eu_223292,1C001.c.1.,product_trade_compliance.regime_eu_dual,Polyaniline;
compliance_code_eu_223293,1C001.c.2.,product_trade_compliance.regime_eu_dual,Polypyrrole;
compliance_code_eu_223294,1C001.c.3.,product_trade_compliance.regime_eu_dual,Polythiophene;
compliance_code_eu_223295,1C001.c.4.,product_trade_compliance.regime_eu_dual,Poly phenylene-vinylene; or
compliance_code_eu_223296,1C001.c.5.,product_trade_compliance.regime_eu_dual,Poly thienylene-vinylene.
compliance_code_eu_223297,1C002,product_trade_compliance.regime_eu_dual,"Metal alloys, metal alloy powder and alloyed materials, as follows:"
compliance_code_eu_223298,1C002.a.,product_trade_compliance.regime_eu_dual,"Aluminides, as follows:"
compliance_code_eu_223299,1C002.a.1.,product_trade_compliance.regime_eu_dual,"Nickel aluminides containing a minimum of 15 % by weight aluminium, a maximum of 38 % by weight aluminium and at least one additional alloying element;"
compliance_code_eu_223300,1C002.a.2.,product_trade_compliance.regime_eu_dual,Titanium aluminides containing 10 % by weight or more aluminium and at least one additional alloying element;
compliance_code_eu_223301,1C002.b.,product_trade_compliance.regime_eu_dual,"Metal alloys, as follows, made from the powder or particulate material specified in 1C002.c.:"
compliance_code_eu_223302,1C002.b.1.,product_trade_compliance.regime_eu_dual,Nickel alloys having any of the following:
compliance_code_eu_223303,1C002.b.1.a.,product_trade_compliance.regime_eu_dual,A ‘stress-rupture life’ of 10 000 hours or longer at 923 K (650 °C) at a stress of 676 MPa; or
compliance_code_eu_223304,1C002.b.1.b.,product_trade_compliance.regime_eu_dual,A ‘low cycle fatigue life’ of 10 000 cycles or more at 823 K (550 °C) at a maximum stress of 1 095 MPa;
compliance_code_eu_223305,1C002.b.2.,product_trade_compliance.regime_eu_dual,Niobium alloys having any of the following:
compliance_code_eu_223306,1C002.b.2.a.,product_trade_compliance.regime_eu_dual,A ‘stress-rupture life’ of 10 000 hours or longer at 1 073 K (800 °C) at a stress of 400 MPa; or
compliance_code_eu_223307,1C002.b.2.b.,product_trade_compliance.regime_eu_dual,A ‘low cycle fatigue life’ of 10 000 cycles or more at 973 K (700 °C) at a maximum stress of 700 MPa;
compliance_code_eu_223308,1C002.b.3.,product_trade_compliance.regime_eu_dual,Titanium alloys having any of the following:
compliance_code_eu_223309,1C002.b.3.a.,product_trade_compliance.regime_eu_dual,A ‘stress-rupture life’ of 10 000 hours or longer at 723 K (450 °C) at a stress of 200 MPa; or
compliance_code_eu_223310,1C002.b.3.b.,product_trade_compliance.regime_eu_dual,A ‘low cycle fatigue life’ of 10 000 cycles or more at 723 K (450 °C) at a maximum stress of 400 MPa;
compliance_code_eu_223311,1C002.b.4.,product_trade_compliance.regime_eu_dual,Aluminium alloys having any of the following:
compliance_code_eu_223312,1C002.b.4.a.,product_trade_compliance.regime_eu_dual,A tensile strength of 240 MPa or more at 473 K (200 °C); or
compliance_code_eu_223313,1C002.b.4.b.,product_trade_compliance.regime_eu_dual,A tensile strength of 415 MPa or more at 298 K (25 °C);
compliance_code_eu_223314,1C002.b.5.,product_trade_compliance.regime_eu_dual,Magnesium alloys having all of the following: a. A tensile strength of 345 MPa or more; and b. A corrosion rate of less than 1 mm/year in 3 % sodium chloride aqueous solution measured in accordance with ASTM standard G-31 or national equivalents;
compliance_code_eu_223315,1C002.c.,product_trade_compliance.regime_eu_dual,"Metal alloy powder or particulate material, having all of the following: 1. Made from any of the following composition systems: a. Nickel alloys (Ni-Al-X, Ni-X-Al) qualified for turbine engine parts or components, i.e. with less than 3 non-metallic particles (introduced during the manufacturing process) larger than 100 μm in 109 alloy particles; b. Niobium alloys (Nb-Al-X or Nb-X-Al, Nb-Si-X or Nb-X-Si, Nb-Ti-X or Nb-X-Ti); c. Titanium alloys (Ti-Al-X or Ti-X-Al); d. Aluminium alloys (Al-Mg-X or Al-X-Mg, Al-Zn-X or Al-X-Zn, Al-Fe-X or Al-X-Fe); or e. Magnesium alloys (Mg-Al-X or Mg-X-Al); 2. Made in a controlled environment by any of the following processes: a. ‘Vacuum atomisation’; b. ‘Gas atomisation’; c. ‘Rotary atomisation’; d. ‘Splat quenching’; e. ‘Melt spinning’ and ‘comminution’; f. ‘Melt extraction’ and ‘comminution’; g. ‘Mechanical alloying’; or h. ‘Plasma atomisation’; and 3. Capable of forming materials specified in 1C002.a. or 1C002.b.;"
compliance_code_eu_223316,1C002.d.,product_trade_compliance.regime_eu_dual,"Alloyed materials having all of the following: 1. Made from any of the composition systems specified in 1C002.c.1.; 2. In the form of uncomminuted flakes, ribbons or thin rods; and 3. Produced in a controlled environment by any of the following: a. ‘Splat quenching’; b. ‘Melt spinning’; or c. ‘Melt extraction’."
compliance_code_eu_223317,1C003,product_trade_compliance.regime_eu_dual,"Magnetic metals, of all types and of whatever form, having any of the following:"
compliance_code_eu_223318,1C003.a.,product_trade_compliance.regime_eu_dual,"Initial relative permeability of 120 000 or more and a thickness of 0,05 mm or less;"
compliance_code_eu_223319,1C003.b.,product_trade_compliance.regime_eu_dual,Magnetostrictive alloys having any of the following:
compliance_code_eu_223320,1C003.b.1.,product_trade_compliance.regime_eu_dual,A saturation magnetostriction of more than 5 × 10^–4; or
compliance_code_eu_223321,1C003.b.2.,product_trade_compliance.regime_eu_dual,"A magnetomechanical coupling factor (k) of more than 0,8; or"
compliance_code_eu_223322,1C003.c.,product_trade_compliance.regime_eu_dual,"Amorphous or ‘nanocrystalline’ alloy strips, having all of the following: 1. A composition having a minimum of 75 % by weight of iron, cobalt or nickel; 2. A saturation magnetic induction (Bs) of 1,6 T or more; and 3. Any of the following: a. A strip thickness of 0,02 mm or less; or b. An electrical resistivity of 2 × 10^–4 ohm cm or more."
compliance_code_eu_223323,1C004,product_trade_compliance.regime_eu_dual,"Uranium titanium alloys or tungsten alloys with a ""matrix"" based on iron, nickel or copper, having all of the following: a. A density exceeding 17,5 g/cm^3; b. An elastic limit exceeding 880 MPa; c. An ultimate tensile strength exceeding 1 270 MPa; and d. An elongation exceeding 8 %."
compliance_code_eu_223324,1C005,product_trade_compliance.regime_eu_dual,"""Superconductive""""composite"" conductors in lengths exceeding 100 m or with a mass exceeding 100 g, as follows:"
compliance_code_eu_223325,1C005.a.,product_trade_compliance.regime_eu_dual,"""Superconductive""""composite"" conductors containing one or more niobium-titanium ‘filaments’, having all of the following: 1. Embedded in a ""matrix"" other than a copper or copper-based mixed ""matrix""; and 2. Having a cross-section area less than 0,28 × 10-4 mm^2 (6 μm in diameter for circular ‘filaments’);"
compliance_code_eu_223326,1C005.b.,product_trade_compliance.regime_eu_dual,"""Superconductive""""composite"" conductors consisting of one or more ""superconductive""‘filaments’ other than niobium-titanium, having all of the following: 1. A ""critical temperature"" at zero magnetic induction exceeding 9,85 K (– 263,31 °C); and 2. Remaining in the ""superconductive"" state at a temperature of 4,2 K (– 268,96 °C) when exposed to a magnetic field oriented in any direction perpendicular to the longitudinal axis of conductor and corresponding to a magnetic induction of 12 T with critical current density exceeding 1 750 A/mm^2 on overall cross-section of the conductor;"
compliance_code_eu_223327,1C005.c.,product_trade_compliance.regime_eu_dual,"""Superconductive""""composite"" conductors consisting of one or more ""superconductive""‘filaments’ which remain ""superconductive"" above 115 K (– 158,16 °C)."
compliance_code_eu_223328,1C006,product_trade_compliance.regime_eu_dual,"Fluids and lubricating materials, as follows:"
compliance_code_eu_223329,1C006.a.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223330,1C006.b.,product_trade_compliance.regime_eu_dual,"Lubricating materials containing, as their principal ingredients, phenylene or alkylphenylene ethers or thio-ethers, or their mixtures, containing more than two ether or thio-ether functions or mixtures thereof;"
compliance_code_eu_223331,1C006.c.,product_trade_compliance.regime_eu_dual,"Damping or flotation fluids having all of the following: 1. Purity exceeding 99,8 %; 2. Containing less than 25 particles of 200 μm or larger in size per 100 ml; and 3. Made from at least 85 % of any of the following: a. Dibromotetrafluoroethane (CAS 25497-30-7, 124-73-2, 27336-23-8); b. Polychlorotrifluoroethylene (oily and waxy modifications only); or c. Polybromotrifluoroethylene;"
compliance_code_eu_223332,1C006.d.,product_trade_compliance.regime_eu_dual,"Fluorocarbon fluids designed for electronic cooling and having all of the following: 1. Containing 85 % by weight or more of any of the following, or mixtures thereof: a. Monomeric forms of perfluoropolyalkylether-triazines or perfluoroaliphatic-ethers; b. Perfluoroalkylamines; c. Perfluorocycloalkanes; or d. Perfluoroalkanes; 2. Density at 298 K (25 °C) of 1,5 g/ml or more; 3. In a liquid state at 273 K (0 °C); and 4. Containing 60 % or more by weight of fluorine."
compliance_code_eu_223333,1C007,product_trade_compliance.regime_eu_dual,"Ceramic powders, ceramic-""matrix""""composite"" materials and ‘precursor materials’, as follows:"
compliance_code_eu_223334,1C007.a.,product_trade_compliance.regime_eu_dual,"Ceramic powders of titanium diboride (TiB2) (CAS 12045-63-5) having total metallic impurities, excluding intentional additions, of less than 5 000 ppm, an average particle size equal to or less than 5 μm and no more than 10 % of the particles larger than 10 μm;"
compliance_code_eu_223335,1C007.b.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223336,1C007.c.,product_trade_compliance.regime_eu_dual,"Ceramic-""matrix""""composite"" materials as follows:"
compliance_code_eu_223337,1C007.c.1.,product_trade_compliance.regime_eu_dual,"Ceramic-ceramic ""composite"" materials with a glass or oxide-""matrix"" and reinforced with any of the following:"
compliance_code_eu_223338,1C007.c.1.a.,product_trade_compliance.regime_eu_dual,Continuous fibres made from any of the following materials:
compliance_code_eu_223339,1C007.c.1.a.1.,product_trade_compliance.regime_eu_dual,Al2O3 (CAS 1344-28-1); or
compliance_code_eu_223340,1C007.c.1.a.2.,product_trade_compliance.regime_eu_dual,Si-C-N; or
compliance_code_eu_223341,1C007.c.1.b.,product_trade_compliance.regime_eu_dual,"Fibres being all of the following: 1. Made from any of the following materials: a. Si-N; b. Si-C; c. Si-Al-O-N; or d. Si-O-N; and 2. Having a ""specific tensile strength"" exceeding 12,7 × 10^3m;"
compliance_code_eu_223342,1C007.c.2.,product_trade_compliance.regime_eu_dual,"Ceramic “matrix”""composite"" materials, with a ""matrix"" formed of carbides or nitrides of silicon, zirconium or boron;"
compliance_code_eu_223343,1C007.d.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223344,1C007.e.,product_trade_compliance.regime_eu_dual,"‘Precursor materials’ specially designed for the ""production"" of materials specified in 1C007.c., as follows:"
compliance_code_eu_223345,1C007.e.1.,product_trade_compliance.regime_eu_dual,Polydiorganosilanes;
compliance_code_eu_223346,1C007.e.2.,product_trade_compliance.regime_eu_dual,Polysilazanes;
compliance_code_eu_223347,1C007.e.3.,product_trade_compliance.regime_eu_dual,Polycarbosilazanes;
compliance_code_eu_223348,1C007.f.,product_trade_compliance.regime_eu_dual,Not used.
compliance_code_eu_223349,1C008,product_trade_compliance.regime_eu_dual,Non-fluorinated polymeric substances as follows:
compliance_code_eu_223350,1C008.a.,product_trade_compliance.regime_eu_dual,"Imides, as follows:"
compliance_code_eu_223351,1C008.a.1.,product_trade_compliance.regime_eu_dual,Bismaleimides;
compliance_code_eu_223352,1C008.a.2.,product_trade_compliance.regime_eu_dual,Aromatic polyamide-imides (PAI) having a ‘glass transition temperature (Tg)’ exceeding 563 K (290 °C);
compliance_code_eu_223353,1C008.a.3.,product_trade_compliance.regime_eu_dual,Aromatic polyimides having a ‘glass transition temperature (Tg)’ exceeding 505 K (232 °C);
compliance_code_eu_223354,1C008.a.4.,product_trade_compliance.regime_eu_dual,Aromatic polyetherimides having a ‘glass transition temperature (Tg)’ exceeding 563 K (290 °C);
compliance_code_eu_223355,1C008.b.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223356,1C008.c.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223357,1C008.d.,product_trade_compliance.regime_eu_dual,Polyarylene ketones;
compliance_code_eu_223358,1C008.e.,product_trade_compliance.regime_eu_dual,"Polyarylene sulphides, where the arylene group is biphenylene, triphenylene or combinations thereof;"
compliance_code_eu_223359,1C008.f.,product_trade_compliance.regime_eu_dual,Polybiphenylenethersulphone having a ‘glass transition temperature (Tg)’ exceeding 563 K (290 °C).
compliance_code_eu_223360,1C009,product_trade_compliance.regime_eu_dual,Unprocessed fluorinated compounds as follows:
compliance_code_eu_223361,1C009.a.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223362,1C009.b.,product_trade_compliance.regime_eu_dual,Fluorinated polyimides containing 10 % by weight or more of combined fluorine;
compliance_code_eu_223363,1C009.c.,product_trade_compliance.regime_eu_dual,Fluorinated phosphazene elastomers containing 30 % by weight or more of combined fluorine.
compliance_code_eu_223364,1C010,product_trade_compliance.regime_eu_dual,"""Fibrous or filamentary materials"", as follows:"
compliance_code_eu_223365,1C010.a.,product_trade_compliance.regime_eu_dual,"Organic ""fibrous or filamentary materials"", having all of the following: 1. ""Specific modulus"" exceeding 12,7 × 10^6 m; and 2. ""Specific tensile strength"" exceeding 23,5 × 10^4 m;"
compliance_code_eu_223366,1C010.b.,product_trade_compliance.regime_eu_dual,"Carbon ""fibrous or filamentary materials"", having all of the following: 1. ""Specific modulus"" exceeding 14,65 × 10^6 m; and 2. ""Specific tensile strength"" exceeding 26,82 × 10^4 m;"
compliance_code_eu_223367,1C010.c.,product_trade_compliance.regime_eu_dual,"Inorganic ""fibrous or filamentary materials"", having all of the following: 1. Having any of the following: a. Composed of 50 % or more by weight silicon dioxide and having a ""specific modulus"" exceeding 2,54 × 10^6 m; or b. Not specified in 1C010.c.1.a. and having a ""specific modulus"" exceeding 5,6 × 10^6 m; and 2. Melting, softening, decomposition or sublimation point exceeding 1 922 K (1 649 °C) in an inert environment;"
compliance_code_eu_223368,1C010.d.,product_trade_compliance.regime_eu_dual,"""Fibrous or filamentary materials"", having any of the following:"
compliance_code_eu_223369,1C010.d.1.,product_trade_compliance.regime_eu_dual,Composed of any of the following:
compliance_code_eu_223370,1C010.d.1.a.,product_trade_compliance.regime_eu_dual,Polyetherimides specified in 1C008.a.; or
compliance_code_eu_223371,1C010.d.1.b.,product_trade_compliance.regime_eu_dual,Materials specified in 1C008.d. to 1C008.f.; or
compliance_code_eu_223372,1C010.d.2.,product_trade_compliance.regime_eu_dual,"Composed of materials specified in 1C010.d.1.a. or 1C010.d.1.b. and ‘commingled’ with other fibres specified in 1C010.a., 1C010.b. or 1C010.c.;"
compliance_code_eu_223373,1C010.e.,product_trade_compliance.regime_eu_dual,"Fully or partially resin-impregnated or pitch-impregnated ""fibrous or filamentary materials"" (prepregs), metal or carbon-coated ""fibrous or filamentary materials"" (preforms) or ‘carbon fibre preforms’, having all of the following: 1. Having any of the following: a. Inorganic ""fibrous or filamentary materials"" specified in 1C010.c.; or b. Organic or carbon ""fibrous or filamentary materials"", having all of the following: 1. ""Specific modulus"" exceeding 10,15 × 10^6 m; and 2. ""Specific tensile strength"" exceeding 17,7 × 10^4 m; and 2. Having any of the following: a. Resin or pitch, specified in 1C008 or 1C009.b.; b. ‘Dynamic Mechanical Analysis glass transition temperature (DMA Tg)’ equal to or exceeding 453 K (180 °C) and having a phenolic resin; or c. ‘Dynamic Mechanical Analysis glass transition temperature (DMA Tg)’ equal to or exceeding 505 K (232 °C) and having a resin or pitch, not specified in 1C008 or 1C009.b., and not being a phenolic resin;"
compliance_code_eu_223374,1C011,product_trade_compliance.regime_eu_dual,"Metals and compounds, as follows:"
compliance_code_eu_223375,1C011.a.,product_trade_compliance.regime_eu_dual,"Metals in particle sizes of less than 60 μm whether spherical, atomised, spheroidal, flaked or ground, manufactured from material consisting of 99 % or more of zirconium, magnesium and alloys thereof;"
compliance_code_eu_223376,1C011.b.,product_trade_compliance.regime_eu_dual,"Boron or boron alloys, with a particle size of 60 μm or less, as follows:"
compliance_code_eu_223377,1C011.b.1.,product_trade_compliance.regime_eu_dual,Boron with a purity of 85 % by weight or more;
compliance_code_eu_223378,1C011.b.2.,product_trade_compliance.regime_eu_dual,Boron alloys with a boron content of 85 % by weight or more;
compliance_code_eu_223379,1C011.c.,product_trade_compliance.regime_eu_dual,Guanidine nitrate (CAS 506-93-4);
compliance_code_eu_223380,1C011.d.,product_trade_compliance.regime_eu_dual,Nitroguanidine (NQ) (CAS 556-88-7).
compliance_code_eu_223381,1C011.e.,product_trade_compliance.regime_eu_dual,Iodine pentafluoride (CAS 7783-66-6).
compliance_code_eu_223382,1C012,product_trade_compliance.regime_eu_dual,Materials as follows:
compliance_code_eu_223383,1C012.a.,product_trade_compliance.regime_eu_dual,Plutonium in any form with a plutonium isotopic assay of plutonium-238 of more than 50 % by weight;
compliance_code_eu_223384,1C012.b.,product_trade_compliance.regime_eu_dual,"""Previously separated"" neptunium-237 in any form."
compliance_code_eu_223385,1C101,product_trade_compliance.regime_eu_dual,"Materials and devices for reduced observables such as radar reflectivity, ultraviolet/infrared signatures and acoustic signatures, other than those specified in 1C001, usable in ‘missiles’, ""missile"" subsystems or unmanned aerial vehicles specified in 9A012 or 9A112.a."
compliance_code_eu_223386,1C102,product_trade_compliance.regime_eu_dual,Resaturated pyrolised carbon-carbon materials designed for space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.
compliance_code_eu_223387,1C107,product_trade_compliance.regime_eu_dual,"Graphite and ceramic materials, other than those specified in 1C007, as follows:"
compliance_code_eu_223388,1C107.a.,product_trade_compliance.regime_eu_dual,"Fine grain graphites with a bulk density of 1,72 g/cm^3 or greater, measured at 288 K (15 °C), and having a grain size of 100 μm or less, usable for rocket nozzles and re-entry vehicle nose tips, which can be machined to any of the following products:"
