id,class_id:id,classification_code,label_ids:id,limited_quantity,limited_quantity_uom_id:id,name,packing_instruction_ids:id,transport_category,tunnel_restriction_code,un_number
adr_goods_0442,adr_class_1,1.1D,adr_label_1,,,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",adr_packing_instruction_P137,1,B1000C,0442
adr_goods_0443,adr_class_1,1.2D,adr_label_1,,,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",adr_packing_instruction_P137,1,B1000C,0443
adr_goods_0444,adr_class_1,1.4D,adr_label_1_4,,,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",adr_packing_instruction_P137,2,E,0444
adr_goods_0445,adr_class_1,1.4S,adr_label_1_4,,,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",adr_packing_instruction_P137,4,E,0445
adr_goods_0446,adr_class_1,1.4C,adr_label_1_4,,,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",adr_packing_instruction_P136,2,E,0446
adr_goods_0447,adr_class_1,1.3C,adr_label_1,,,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",adr_packing_instruction_P136,1,C5000D,0447
adr_goods_0448,adr_class_1,1.4C,adr_label_1_4,,,5-MERCAPTOTETRAZOL-1-ACETIC ACID,adr_packing_instruction_P114b,2,E,0448
adr_goods_0449,adr_class_1,1.1J,adr_label_1,,,"TORPEDOES, LIQUID FUELLED with or without bursting charge",adr_packing_instruction_P101,1,B1000C,0449
adr_goods_0450,adr_class_1,1.3J,adr_label_1,,,"TORPEDOES, LIQUID FUELLED with inert head",adr_packing_instruction_P101,1,C,0450
adr_goods_0451,adr_class_1,1.1D,adr_label_1,,,TORPEDOES with bursting charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0451
adr_goods_0452,adr_class_1,1.4G,adr_label_1_4,,,"GRENADES, PRACTICE, hand or rifle",adr_packing_instruction_P141,2,E,0452
adr_goods_0453,adr_class_1,1.4G,adr_label_1_4,,,"ROCKETS, LINE-THROWING",adr_packing_instruction_P130,2,E,0453
adr_goods_0454,adr_class_1,1.4S,adr_label_1_4,,,IGNITERS,adr_packing_instruction_P142,4,E,0454
adr_goods_0455,adr_class_1,1.4S,adr_label_1_4,,,"DETONATORS, NON-ELECTRIC for blasting",adr_packing_instruction_P131,4,E,0455
adr_goods_0456,adr_class_1,1.4S,adr_label_1_4,,,"DETONATORS, ELECTRIC for blasting",adr_packing_instruction_P131,4,E,0456
adr_goods_0457,adr_class_1,1.1D,adr_label_1,,,"CHARGES, BURSTING, PLASTICS BONDED",adr_packing_instruction_P130,1,B1000C,0457
adr_goods_0458,adr_class_1,1.2D,adr_label_1,,,"CHARGES, BURSTING, PLASTICS BONDED",adr_packing_instruction_P130,1,B1000C,0458
adr_goods_0459,adr_class_1,1.4D,adr_label_1_4,,,"CHARGES, BURSTING, PLASTICS BONDED",adr_packing_instruction_P130,2,E,0459
adr_goods_0460,adr_class_1,1.4S,adr_label_1_4,,,"CHARGES, BURSTING, PLASTICS BONDED",adr_packing_instruction_P130,4,E,0460
adr_goods_0461,adr_class_1,1.1B,adr_label_1,,,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",adr_packing_instruction_P101,1,B1000C,0461
adr_goods_0462,adr_class_1,1.1C,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0462
adr_goods_0463,adr_class_1,1.1D,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0463
adr_goods_0464,adr_class_1,1.1E,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0464
adr_goods_0465,adr_class_1,1.1F,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0465
adr_goods_0466,adr_class_1,1.2C,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0466
adr_goods_0467,adr_class_1,1.2D,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0467
adr_goods_0468,adr_class_1,1.2E,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0468
adr_goods_0469,adr_class_1,1.2F,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0469
adr_goods_0470,adr_class_1,1.3C,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,C5000D,0470
adr_goods_0471,adr_class_1,1.4E,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0471
adr_goods_0472,adr_class_1,1.4F,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0472
adr_goods_0473,adr_class_1,1.1A,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0473
adr_goods_0474,adr_class_1,1.1C,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0474
adr_goods_0475,adr_class_1,1.1D,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0475
adr_goods_0476,adr_class_1,1.1G,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,B1000C,0476
adr_goods_0477,adr_class_1,1.3C,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,C5000D,0477
adr_goods_0478,adr_class_1,1.3G,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,1,C5000D,0478
adr_goods_0479,adr_class_1,1.4C,adr_label_1_4,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0479
adr_goods_0480,adr_class_1,1.4D,adr_label_1_4,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0480
adr_goods_0481,adr_class_1,1.4S,adr_label_1_4,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,4,E,0481
adr_goods_0482,adr_class_1,1.5D,adr_label_1_5,,,"SUBSTANCES, EXPLOSIVE, VERY INSENSITIVE (SUBSTANCES, EVI), N.O.S.",adr_packing_instruction_P101,1,B1000C,0482
adr_goods_0483,adr_class_1,1.1D,adr_label_1,,,"CYCLOTRIMETHYLENE-TRINITRAMINE (CYCLONITE; HEXOGEN; RDX), DESENSITIZED","adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0483
adr_goods_0484,adr_class_1,1.1D,adr_label_1,,,"CYCLOTETRAMETHYLENE-TETRA-NITRAMINE (HMX; OCTOGEN), DESENSITIZED","adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0484
adr_goods_0485,adr_class_1,1.4G,adr_label_1_4,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0485
adr_goods_0486,adr_class_1,1.6N,adr_label_1_6,,,"ARTICLES, EXPLOSIVE, EXTREMELY INSENSITIVE (ARTICLES, EEI)",adr_packing_instruction_P101,2,E,0486
adr_goods_0487,adr_class_1,1.3G,adr_label_1,,,"SIGNALS, SMOKE",adr_packing_instruction_P135,1,C5000D,0487
adr_goods_0488,adr_class_1,1.3G,adr_label_1,,,"AMMUNITION, PRACTICE","adr_packing_instruction_P130,adr_packing_instruction_LP101",1,C5000D,0488
adr_goods_0489,adr_class_1,1.1D,adr_label_1,,,DINITROGLYCOLURIL (DINGU),"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0489
adr_goods_0490,adr_class_1,1.1D,adr_label_1,,,NITROTRIAZOLONE (NTO),"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0490
adr_goods_0491,adr_class_1,1.4C,adr_label_1_4,,,"CHARGES, PROPELLING",adr_packing_instruction_P143,2,E,0491
adr_goods_0492,adr_class_1,1.3G,adr_label_1,,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",adr_packing_instruction_P135,1,C5000D,0492
adr_goods_0493,adr_class_1,1.4G,adr_label_1_4,,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",adr_packing_instruction_P135,2,E,0493
adr_goods_0494,adr_class_1,1.4D,adr_label_1_4,,,"JET PERFORATING GUNS, CHARGED, oil well, without detonator",adr_packing_instruction_P101,2,E,0494
adr_goods_0495,adr_class_1,1.3C,adr_label_1,,,"PROPELLANT, LIQUID",adr_packing_instruction_P115,1,C5000D,0495
adr_goods_0496,adr_class_1,1.1D,adr_label_1,,,OCTONAL,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0496
adr_goods_0497,adr_class_1,1.1C,adr_label_1,,,"PROPELLANT, LIQUID",adr_packing_instruction_P115,1,B1000C,0497
adr_goods_0498,adr_class_1,1.1C,adr_label_1,,,"PROPELLANT, SOLID",adr_packing_instruction_P114b,1,B1000C,0498
adr_goods_0499,adr_class_1,1.3C,adr_label_1,,,"PROPELLANT, SOLID",adr_packing_instruction_P114b,1,C5000D,0499
adr_goods_0500,adr_class_1,1.4S,adr_label_1_4,,,"DETONATOR ASSEMBLIES, NON-ELECTRIC for blasting",adr_packing_instruction_P131,4,E,0500
adr_goods_0501,adr_class_1,1.4C,adr_label_1_4,,,"PROPELLANT, SOLID",adr_packing_instruction_P114b,2,E,0501
adr_goods_0502,adr_class_1,1.2C,adr_label_1,,,ROCKETS with inert head,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0502
adr_goods_0503,adr_class_1,1.4G,adr_label_1_4,,,"SAFETY DEVICES, PYROTECHNIC",adr_packing_instruction_P135,2,E,0503
adr_goods_0504,adr_class_1,1.1D,adr_label_1,,,1H-TETRAZOLE,adr_packing_instruction_P112c,1,B1000C,0504
adr_goods_0505,adr_class_1,1.4G,adr_label_1_4,,,"SIGNALS, DISTRESS, ship",adr_packing_instruction_P135,2,E,0505
adr_goods_0506,adr_class_1,1.4S,adr_label_1_4,,,"SIGNALS, DISTRESS, ship",adr_packing_instruction_P135,4,E,0506
adr_goods_0507,adr_class_1,1.4S,adr_label_1_4,,,"SIGNALS, SMOKE",adr_packing_instruction_P135,4,E,0507
adr_goods_0508,adr_class_1,1.3C,adr_label_1,,,"1-HYDROXY-BENZOTRIAZOLE, ANHYDROUS, dry or wetted with less than 20% water, by mass",adr_packing_instruction_P114b,1,C5000D,0508
adr_goods_0509,adr_class_1,1.4C,adr_label_1_4,,,"POWDER, SMOKELESS",adr_packing_instruction_P114b,2,E,0509
adr_goods_0510,adr_class_1,1.4C,adr_label_1_4,,,ROCKET MOTORS,"adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0510
adr_goods_1001,adr_class_2,4F,adr_label_2_1,,,"ACETYLENE, DISSOLVED",adr_packing_instruction_P200,2,B/D,1001
adr_goods_1002,adr_class_2,1A,adr_label_2_2,120,uom.product_uom_milliliter,"AIR, COMPRESSED",adr_packing_instruction_P200,3,E,1002
adr_goods_1003,adr_class_2,3O,"adr_label_2_2,adr_label_5_1",,,"AIR, REFRIGERATED LIQUID",adr_packing_instruction_P203,3,C/E,1003
adr_goods_1005,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,"AMMONIA, ANHYDROUS",adr_packing_instruction_P200,1,C/D,1005
adr_goods_1006,adr_class_2,1A,adr_label_2_2,120,uom.product_uom_milliliter,"ARGON, COMPRESSED",adr_packing_instruction_P200,3,E,1006
adr_goods_1008,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,BORON TRIFLUORIDE,adr_packing_instruction_P200,1,C/D,1008
adr_goods_1009,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,BROMOTRIFLUORO-METHANE (REFRIGERANT GAS R 13B1),adr_packing_instruction_P200,3,C/E,1009
adr_goods_1010,adr_class_2,2F,adr_label_2_1,,,"BUTADIENES, STABILIZED or BUTADIENES AND HYDROCARBON MIXTURE, STABILIZED, having a vapour pressure at 70 °C not exceeding 1.1 Mpa (11 bar) and a density at 50 °C not lower than 0.525 kg/l",adr_packing_instruction_P200,2,B/D,1010
adr_goods_1011,adr_class_2,2F,adr_label_2_1,,,BUTANE,adr_packing_instruction_P200,2,B/D,1011
adr_goods_1012,adr_class_2,2F,adr_label_2_1,,,BUTYLENES MIXTURE or 1-BUTYLENE or cis-2-BUTYLENE or trans-2-BUTYLENE,adr_packing_instruction_P200,2,B/D,1012
adr_goods_1013,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,CARBON DIOXIDE,adr_packing_instruction_P200,3,C/E,1013
adr_goods_1016,adr_class_2,1TF,"adr_label_2_3,adr_label_2_1",,,"CARBON MONOXIDE, COMPRESSED",adr_packing_instruction_P200,1,B/D,1016
adr_goods_1017,adr_class_2,2TOC,"adr_label_2_3,adr_label_5_1,adr_label_8",,,CHLORINE,adr_packing_instruction_P200,1,C/D,1017
adr_goods_1018,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,CHLORODIFLUORO-METHANE (REFRIGERANT GAS R 22),adr_packing_instruction_P200,3,C/E,1018
adr_goods_1020,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,CHLOROPENTAFLUORO-ETHANE (REFRIGERANT GAS R 115),adr_packing_instruction_P200,3,C/E,1020
adr_goods_1021,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,"1-CHLORO-1,2,2,2-TETRAFLUOROETHANE (REFRIGERANT GAS R 124)",adr_packing_instruction_P200,3,C/E,1021
adr_goods_1022,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,CHLOROTRIFLUORO-METHANE (REFRIGERANT GAS R 13),adr_packing_instruction_P200,3,C/E,1022
adr_goods_1023,adr_class_2,1TF,"adr_label_2_3,adr_label_2_1",,,"COAL GAS, COMPRESSED",adr_packing_instruction_P200,1,B/D,1023
adr_goods_1026,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,CYANOGEN,adr_packing_instruction_P200,1,B/D,1026
adr_goods_1027,adr_class_2,2F,adr_label_2_1,,,CYCLOPROPANE,adr_packing_instruction_P200,2,B/D,1027
adr_goods_1028,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,DICHLORODIFLUORO-METHANE (REFRIGERANT GAS R 12),adr_packing_instruction_P200,3,C/E,1028
adr_goods_1029,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,DICHLOROFLUORO-METHANE (REFRIGERANT GAS R 21),adr_packing_instruction_P200,3,C/E,1029
adr_goods_1030,adr_class_2,2F,adr_label_2_1,,,"1,1-DIFLUOROETHANE (REFRIGERANT GAS R 152a)",adr_packing_instruction_P200,2,B/D,1030
adr_goods_1032,adr_class_2,2F,adr_label_2_1,,,"DIMETHYLAMINE, ANHYDROUS",adr_packing_instruction_P200,2,B/D,1032
adr_goods_1033,adr_class_2,2F,adr_label_2_1,,,DIMETHYL ETHER,adr_packing_instruction_P200,2,B/D,1033
adr_goods_1035,adr_class_2,2F,adr_label_2_1,,,ETHANE,adr_packing_instruction_P200,2,B/D,1035
adr_goods_1036,adr_class_2,2F,adr_label_2_1,,,ETHYLAMINE,adr_packing_instruction_P200,2,B/D,1036
adr_goods_1037,adr_class_2,2F,adr_label_2_1,,,ETHYL CHLORIDE,adr_packing_instruction_P200,2,B/D,1037
adr_goods_1038,adr_class_2,3F,adr_label_2_1,,,"ETHYLENE, REFRIGERATED LIQUID",adr_packing_instruction_P203,2,B/D,1038
adr_goods_1039,adr_class_2,2F,adr_label_2_1,,,ETHYL METHYL ETHER,adr_packing_instruction_P200,2,B/D,1039
adr_goods_1040_2TF_2dot3/2dot1_342_P200_1,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,ETHYLENE OXIDE,adr_packing_instruction_P200,1,B/D,1040
adr_goods_1040_2TF_2dot3/2dot1_342_P200_1_lower_pressure,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,ETHYLENE OXIDE WITH NITROGEN up to a total pressure of 1 MPa (10 bar) at 50 °C,adr_packing_instruction_P200,1,B/D,1040
adr_goods_1041,adr_class_2,2F,adr_label_2_1,,,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with more than 9% but not more than 87% ethylene oxide,adr_packing_instruction_P200,2,B/D,1041
adr_goods_1043,adr_class_2,4A,adr_label_2_2,,,FERTILIZER AMMONIATING SOLUTION with free ammonia,adr_packing_instruction_P200,-,-,1043
adr_goods_1044,adr_class_2,6A,adr_label_2_2,120,uom.product_uom_milliliter,FIRE EXTINGUISHERS with compressed or liquefied gas,adr_packing_instruction_P003,3,E,1044
adr_goods_1045,adr_class_2,1TOC,"adr_label_2_3,adr_label_5_1,adr_label_8",,,"FLUORINE, COMPRESSED",adr_packing_instruction_P200,1,D,1045
adr_goods_1046,adr_class_2,1A,adr_label_2_2,120,uom.product_uom_milliliter,"HELIUM, COMPRESSED",adr_packing_instruction_P200,3,E,1046
adr_goods_1048,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,"HYDROGEN BROMIDE, ANHYDROUS",adr_packing_instruction_P200,1,C/D,1048
adr_goods_1049,adr_class_2,1F,adr_label_2_1,,,"HYDROGEN, COMPRESSED",adr_packing_instruction_P200,2,B/D,1049
adr_goods_1050,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,"HYDROGEN CHLORIDE, ANHYDROUS",adr_packing_instruction_P200,1,C/D,1050
adr_goods_1051,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,"HYDROGEN CYANIDE, STABILIZED containing less than 3% water",adr_packing_instruction_P200,0,D,1051
adr_goods_1052,adr_class_8,CT1,"adr_label_8,adr_label_6_1",,,"HYDROGEN FLUORIDE, ANHYDROUS",adr_packing_instruction_P200,1,C/D,1052
adr_goods_1053,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,HYDROGEN SULPHIDE,adr_packing_instruction_P200,1,B/D,1053
adr_goods_1055,adr_class_2,2F,adr_label_2_1,,,ISOBUTYLENE,adr_packing_instruction_P200,2,B/D,1055
adr_goods_1056,adr_class_2,1A,adr_label_2_2,120,uom.product_uom_milliliter,"KRYPTON, COMPRESSED",adr_packing_instruction_P200,3,E,1056
adr_goods_1057,adr_class_2,6F,adr_label_2_1,,,LIGHTERS or LIGHTER REFILLS containing flammable gas,adr_packing_instruction_P002,2,D,1057
adr_goods_1058,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,"LIQUEFIED GASES, non-flammable, charged with nitrogen, carbon dioxide or air",adr_packing_instruction_P200,3,C/E,1058
adr_goods_1060,adr_class_2,2F,adr_label_2_1,,,"METHYLACETYLENE AND PROPADIENE MIXTURE, STABILIZED such as mixture P1 or mixture P2",adr_packing_instruction_P200,2,B/D,1060
adr_goods_1061,adr_class_2,2F,adr_label_2_1,,,"METHYLAMINE, ANHYDROUS",adr_packing_instruction_P200,2,B/D,1061
adr_goods_1062,adr_class_2,2T,adr_label_2_3,,,METHYL BROMIDE with not more than 2% chloropicrin,adr_packing_instruction_P200,1,C/D,1062
adr_goods_1063,adr_class_2,2F,adr_label_2_1,,,METHYL CHLORIDE (REFRIGERANT GAS R 40),adr_packing_instruction_P200,2,B/D,1063
adr_goods_1064,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,METHYL MERCAPTAN,adr_packing_instruction_P200,1,B/D,1064
adr_goods_1065,adr_class_2,1A,adr_label_2_2,120,uom.product_uom_milliliter,"NEON, COMPRESSED",adr_packing_instruction_P200,3,E,1065
adr_goods_1066,adr_class_2,1A,adr_label_2_2,120,uom.product_uom_milliliter,"NITROGEN, COMPRESSED",adr_packing_instruction_P200,3,E,1066
adr_goods_1067,adr_class_2,2TOC,"adr_label_2_3,adr_label_5_1,adr_label_8",,,DINITROGEN TETROXIDE (NITROGEN DIOXIDE),adr_packing_instruction_P200,1,C/D,1067
adr_goods_1069,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,NITROSYL CHLORIDE,adr_packing_instruction_P200,1,D,1069
adr_goods_1070,adr_class_2,2O,"adr_label_2_2,adr_label_5_1",,,NITROUS OXIDE,adr_packing_instruction_P200,3,C/E,1070
adr_goods_1071,adr_class_2,1TF,"adr_label_2_3,adr_label_2_1",,,"OIL GAS, COMPRESSED",adr_packing_instruction_P200,1,B/D,1071
adr_goods_1072,adr_class_2,1O,"adr_label_2_2,adr_label_5_1",,,"OXYGEN, COMPRESSED",adr_packing_instruction_P200,3,E,1072
adr_goods_1073,adr_class_2,3O,"adr_label_2_2,adr_label_5_1",,,"OXYGEN, REFRIGERATED LIQUID",adr_packing_instruction_P203,3,C/E,1073
adr_goods_1075,adr_class_2,2F,adr_label_2_1,,,"PETROLEUM GASES, LIQUEFIED",adr_packing_instruction_P200,2,B/D,1075
adr_goods_1076,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,PHOSGENE,adr_packing_instruction_P200,1,C/D,1076
adr_goods_1077,adr_class_2,2F,adr_label_2_1,,,PROPYLENE,adr_packing_instruction_P200,2,B/D,1077
adr_goods_1078,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,"REFRIGERANT GAS, N.O.S., such as mixture F1, mixture F2 or mixture F3",adr_packing_instruction_P200,3,C/E,1078
adr_goods_1079,adr_class_2,2TC,"adr_label_2_3,adr_label_8",,,SULPHUR DIOXIDE,adr_packing_instruction_P200,1,C/D,1079
adr_goods_1080,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,SULPHUR HEXAFLUORIDE,adr_packing_instruction_P200,3,C/E,1080
adr_goods_1081,adr_class_2,2F,adr_label_2_1,,,"TETRAFLUOROETHYLENE, STABILIZED",adr_packing_instruction_P200,2,B/D,1081
adr_goods_1082,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,"TRIFLUOROCHLORO-ETHYLENE, STABILIZED (REFRIGERANT GAS R 1113)",adr_packing_instruction_P200,1,B/D,1082
adr_goods_1083,adr_class_2,2F,adr_label_2_1,,,"TRIMETHYLAMINE, ANHYDROUS",adr_packing_instruction_P200,2,B/D,1083
adr_goods_1085,adr_class_2,2F,adr_label_2_1,,,"VINYL BROMIDE, STABILIZED",adr_packing_instruction_P200,2,B/D,1085
adr_goods_1086,adr_class_2,2F,adr_label_2_1,,,"VINYL CHLORIDE, STABILIZED",adr_packing_instruction_P200,2,B/D,1086
adr_goods_1087,adr_class_2,2F,adr_label_2_1,,,"VINYL METHYL ETHER, STABILIZED",adr_packing_instruction_P200,2,B/D,1087
adr_goods_1088,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,ACETAL,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1088
adr_goods_1089,adr_class_3,F1,adr_label_3,,,ACETALDEHYDE,adr_packing_instruction_P001,1,D/E,1089
adr_goods_1090,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,ACETONE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1090
adr_goods_1091,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,ACETONE OILS,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1091
adr_goods_1092,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,"ACROLEIN, STABILIZED",adr_packing_instruction_P601,1,C/D,1092
adr_goods_1093,adr_class_3,FT1,"adr_label_3,adr_label_6_1",,,"ACRYLONITRILE, STABILIZED",adr_packing_instruction_P001,1,C/E,1093
adr_goods_1098,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,ALLYL ALCOHOL,adr_packing_instruction_P602,1,C/D,1098
adr_goods_1099,adr_class_3,FT1,"adr_label_3,adr_label_6_1",,,ALLYL BROMIDE,adr_packing_instruction_P001,1,C/E,1099
adr_goods_1100,adr_class_3,FT1,"adr_label_3,adr_label_6_1",,,ALLYL CHLORIDE,adr_packing_instruction_P001,1,C/E,1100
adr_goods_1104,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,AMYL ACETATES,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,1104
adr_goods_1105_1L,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,PENTANOLS,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1105
adr_goods_1105_5L,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,PENTANOLS,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,1105
adr_goods_1106_1L,adr_class_3,FC,"adr_label_3,adr_label_8",1,uom.product_uom_litre,AMYLAMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,1106
adr_goods_1106_5L,adr_class_3,FC,"adr_label_3,adr_label_8",5,uom.product_uom_litre,AMYLAMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_R001",3,D/E,1106
adr_goods_1107,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,AMYL CHLORIDE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1107
adr_goods_1108,adr_class_3,F1,adr_label_3,,,1-PENTENE (n-AMYLENE),adr_packing_instruction_P001,1,D/E,1108
adr_goods_1109,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,AMYL FORMATES,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,1109
adr_goods_1110,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,n-AMYL METHYL KETONE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,1110
adr_goods_1111,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,AMYL MERCAPTAN,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1111
adr_goods_1112,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,AMYL NITRATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,1112
adr_goods_1113,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,AMYL NITRITE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1113
adr_goods_1114,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,BENZENE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1114
adr_goods_1120_1L,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,BUTANOLS,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1120
adr_goods_1120_5L,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,BUTANOLS,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,1120
adr_goods_1123_1L,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,BUTYL ACETATES,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,1123
