id,class_id:id,classification_code,label_ids:id,limited_quantity,limited_quantity_uom_id:id,name,packing_instruction_ids:id,transport_category,tunnel_restriction_code,un_number
adr_goods_3142_100ml,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,"DISINFECTANT, LIQUID, TOXIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,3142
adr_goods_3142_5L,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,"DISINFECTANT, LIQUID, TOXIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,3142
adr_goods_3143,adr_class_6_1,T2,adr_label_6_1,,,"DYE, SOLID, TOXIC, N.O.S. or DYE INTERMEDIATE, SOLID, TOXIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC07",1,C/E,3143
adr_goods_3143_500g,adr_class_6_1,T2,adr_label_6_1,500,uom.product_uom_gram,"DYE, SOLID, TOXIC, N.O.S. or DYE INTERMEDIATE, SOLID, TOXIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,3143
adr_goods_3143_5kg,adr_class_6_1,T2,adr_label_6_1,5,uom.product_uom_kgm,"DYE, SOLID, TOXIC, N.O.S. or DYE INTERMEDIATE, SOLID, TOXIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,3143
adr_goods_3144,adr_class_6_1,T1,adr_label_6_1,,,"NICOTINE COMPOUND, LIQUID, N.O.S. or NICOTINE PREPARATION, LIQUID, N.O.S.",adr_packing_instruction_P001,1,C/E,3144
adr_goods_3144_100ml,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,"NICOTINE COMPOUND, LIQUID, N.O.S. or NICOTINE PREPARATION, LIQUID, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,3144
adr_goods_3144_5L,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,"NICOTINE COMPOUND, LIQUID, N.O.S. or NICOTINE PREPARATION, LIQUID, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,3144
adr_goods_3145,adr_class_8,C3,adr_label_8,,,"ALKYLPHENOLS, LIQUID, N.O.S. (including C2-C12 homologues)",adr_packing_instruction_P001,1,E,3145
adr_goods_3145_1L,adr_class_8,C3,adr_label_8,1,uom.product_uom_litre,"ALKYLPHENOLS, LIQUID, N.O.S. (including C2-C12 homologues)","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,E,3145
adr_goods_3145_5L,adr_class_8,C3,adr_label_8,5,uom.product_uom_litre,"ALKYLPHENOLS, LIQUID, N.O.S. (including C2-C12 homologues)","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,3145
adr_goods_3146,adr_class_6_1,T3,adr_label_6_1,,,"ORGANOTIN COMPOUND, SOLID, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC07",1,C/E,3146
adr_goods_3146_500g,adr_class_6_1,T3,adr_label_6_1,500,uom.product_uom_gram,"ORGANOTIN COMPOUND, SOLID, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,3146
adr_goods_3146_5kg,adr_class_6_1,T3,adr_label_6_1,5,uom.product_uom_kgm,"ORGANOTIN COMPOUND, SOLID, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,3146
adr_goods_3147,adr_class_8,C10,adr_label_8,,,"DYE, SOLID, CORROSIVE, N.O.S. or DYE INTERMEDIATE, SOLID, CORROSIVE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC07",1,E,3147
adr_goods_3147_1kg,adr_class_8,C10,adr_label_8,1,uom.product_uom_kgm,"DYE, SOLID, CORROSIVE, N.O.S. or DYE INTERMEDIATE, SOLID, CORROSIVE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,3147
adr_goods_3147_5kg,adr_class_8,C10,adr_label_8,5,uom.product_uom_kgm,"DYE, SOLID, CORROSIVE, N.O.S. or DYE INTERMEDIATE, SOLID, CORROSIVE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3147
adr_goods_3148,adr_class_4_3,W1,adr_label_4_3,,,"WATER-REACTIVE LIQUID, N.O.S.",adr_packing_instruction_P402,0,B/E,3148
adr_goods_3148_500ml,adr_class_4_3,W1,adr_label_4_3,500,uom.product_uom_milliliter,"WATER-REACTIVE LIQUID, N.O.S.","adr_packing_instruction_P402,adr_packing_instruction_IBC01",0,D/E,3148
adr_goods_3148_1L,adr_class_4_3,W1,adr_label_4_3,1,uom.product_uom_litre,"WATER-REACTIVE LIQUID, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",0,E,3148
adr_goods_3149,adr_class_5_1,OC1,"adr_label_5_1,adr_label_8",1,uom.product_uom_litre,"HYDROGEN PEROXIDE AND PEROXYACETIC ACID MIXTURE with acid(s), water and not more than 5% peroxyacetic acid, STABILIZED","adr_packing_instruction_P504,adr_packing_instruction_IBC02",2,E,3149
adr_goods_3150,adr_class_2,6F,adr_label_2_1,,,"DEVICES, SMALL, HYDROCARBON GAS POWERED or HYDROCARBON GAS REFILLS FOR SMALL DEVICES with release device",adr_packing_instruction_P209,2,D,3150
adr_goods_3151,adr_class_9,M2,adr_label_9,1,uom.product_uom_litre,"POLYHALOGENATED BIPHENYLS, LIQUID or HALOGENATED MONOMETHYLDIPHENYLMETHANES, LIQUID or POLYHALOGENATED TERPHENYLS, LIQUID","adr_packing_instruction_P906,adr_packing_instruction_IBC02",0,D/E,3151
adr_goods_3152,adr_class_9,M2,adr_label_9,1,uom.product_uom_kgm,"POLYHALOGENATED BIPHENYLS, SOLID or HALOGENATED MONOMETHYLDIPHENYLMETHANES, SOLID or POLYHALOGENATED TERPHENYLS, SOLID","adr_packing_instruction_P906,adr_packing_instruction_IBC08",0,D/E,3152
adr_goods_3153,adr_class_2,2F,adr_label_2_1,,,PERFLUORO(METHYL VINYL ETHER),adr_packing_instruction_P200,2,B/D,3153
adr_goods_3154,adr_class_2,2F,adr_label_2_1,,,PERFLUORO(ETHYL VINYL ETHER),adr_packing_instruction_P200,2,B/D,3154
adr_goods_3155,adr_class_6_1,T2,adr_label_6_1,500,uom.product_uom_gram,PENTACHLOROPHENOL,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,3155
adr_goods_3156,adr_class_2,1O,"adr_label_2_2,adr_label_5_1",,,"COMPRESSED GAS, OXIDIZING, N.O.S.",adr_packing_instruction_P200,3,E,3156
adr_goods_3157,adr_class_2,2O,"adr_label_2_2,adr_label_5_1",,,"LIQUEFIED GAS, OXIDIZING, N.O.S.",adr_packing_instruction_P200,3,C/E,3157
adr_goods_3158,adr_class_2,3A,adr_label_2_2,120,uom.product_uom_milliliter,"GAS, REFRIGERATED LIQUID, N.O.S.",adr_packing_instruction_P203,3,C/E,3158
adr_goods_3159,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,"1,1,1,2-TETRAFLUOROETHANE (REFRIGERANT GAS R 134a)",adr_packing_instruction_P200,3,C/E,3159
adr_goods_3160,adr_class_2,2TF,"adr_label_2_3,adr_label_2_1",,,"LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S.",adr_packing_instruction_P200,1,B/D,3160
adr_goods_3161,adr_class_2,2F,adr_label_2_1,,,"LIQUEFIED GAS, FLAMMABLE, N.O.S.",adr_packing_instruction_P200,2,B/D,3161
adr_goods_3162,adr_class_2,2T,adr_label_2_3,,,"LIQUEFIED GAS, TOXIC, N.O.S.",adr_packing_instruction_P200,1,C/D,3162
adr_goods_3163,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,"LIQUEFIED GAS, N.O.S.",adr_packing_instruction_P200,3,C/E,3163
adr_goods_3164,adr_class_2,6A,adr_label_2_2,120,uom.product_uom_milliliter,"ARTICLES, PRESSURIZED, PNEUMATIC or HYDRAULIC (containing non-flammable gas)",adr_packing_instruction_P003,3,E,3164
adr_goods_3165,adr_class_3,FTC,"adr_label_3,adr_label_6_1,adr_label_8",,,AIRCRAFT HYDRAULIC POWER UNIT FUEL TANK (containing a mixture of anhydrous hydrazine and methylhydrazine) (M86 fuel),adr_packing_instruction_P301,1,E,3165
adr_goods_3166,adr_class_9,M11,,,,"VEHICLE, FLAMMABLE GAS POWERED, of VEHICLE, FLAMMABLE LIQUID POWEREDE, or VEHICLE, FUEL CELL, FLAMMABLE GAS POWERED, or VEHICLE, FUEL CELL, FLAMMABLE LIQUID POWERED",,-,-,3166
adr_goods_3167,adr_class_2,7F,adr_label_2_1,,,"GAS SAMPLE, NON-PRESSURIZED, FLAMMABLE, N.O.S., not refrigerated liquid",adr_packing_instruction_P201,2,D,3167
adr_goods_3168,adr_class_2,7TF,"adr_label_2_3,adr_label_2_1",,,"GAS SAMPLE, NON-PRESSURIZED, TOXIC, FLAMMABLE, N.O.S., not refrigerated liquid",adr_packing_instruction_P201,1,D,3168
adr_goods_3169,adr_class_2,7T,adr_label_2_3,,,"GAS SAMPLE, NON-PRESSURIZED, TOXIC, N.O.S., not refrigerated liquid",adr_packing_instruction_P201,1,D,3169
adr_goods_3170_500g,adr_class_4_3,W2,adr_label_4_3,500,uom.product_uom_gram,ALUMINIUM SMELTING BY-PRODUCTS or ALUMINIUM REMELTING BY-PRODUCTS,"adr_packing_instruction_P410,adr_packing_instruction_IBC07",2,D/E,3170
adr_goods_3170_1kg,adr_class_4_3,W2,adr_label_4_3,1,uom.product_uom_kgm,ALUMINIUM SMELTING BY-PRODUCTS or ALUMINIUM REMELTING BY-PRODUCTS,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,3170
adr_goods_3171,adr_class_9,M11,,,,BATTERY-POWERED VEHICLE or BATTERY-POWERED EQUIPMENT,,-,-,3171
adr_goods_3172,adr_class_6_1,T1,adr_label_6_1,,,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.",adr_packing_instruction_P001,1,C/E,3172
adr_goods_3172_100ml,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,3172
adr_goods_3172_5L,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,3172
adr_goods_3174,adr_class_4_2,S4,adr_label_4_2,,,TITANIUM DISULPHIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3174
adr_goods_3175,adr_class_4_1,F1,adr_label_4_1,1,uom.product_uom_kgm,"SOLIDS or mixtures of solids (such as preparations and wastes) CONTAINING FLAMMABLE LIQUID, N.O.S. having a flash-point up to 60 °C","adr_packing_instruction_P002,adr_packing_instruction_IBC06,adr_packing_instruction_R001",2,E,3175
adr_goods_3176_F2_4dot1_274_2,adr_class_4_1,F2,adr_label_4_1,,,"FLAMMABLE SOLID, ORGANIC, MOLTEN, N.O.S.",,2,E,3176
adr_goods_3176_F2_4dot1_274_3,adr_class_4_1,F2,adr_label_4_1,,,"FLAMMABLE SOLID, ORGANIC, MOLTEN, N.O.S.",,3,E,3176
adr_goods_3178_1kg,adr_class_4_1,F3,adr_label_4_1,1,uom.product_uom_kgm,"FLAMMABLE SOLID, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,3178
adr_goods_3178_5kg,adr_class_4_1,F3,adr_label_4_1,5,uom.product_uom_kgm,"FLAMMABLE SOLID, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3178
adr_goods_3179_1kg,adr_class_4_1,FT2,"adr_label_4_1,adr_label_6_1",1,uom.product_uom_kgm,"FLAMMABLE SOLID, TOXIC, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC06",2,E,3179
adr_goods_3179_5kg,adr_class_4_1,FT2,"adr_label_4_1,adr_label_6_1",5,uom.product_uom_kgm,"FLAMMABLE SOLID, TOXIC, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC06,adr_packing_instruction_R001",3,E,3179
adr_goods_3180_1kg,adr_class_4_1,FC2,"adr_label_4_1,adr_label_8",1,uom.product_uom_kgm,"FLAMMABLE SOLID, CORROSIVE, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC06",2,E,3180
adr_goods_3180_5kg,adr_class_4_1,FC2,"adr_label_4_1,adr_label_8",5,uom.product_uom_kgm,"FLAMMABLE SOLID, CORROSIVE, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC06,adr_packing_instruction_R001",3,E,3180
adr_goods_3181_1kg,adr_class_4_1,F3,adr_label_4_1,1,uom.product_uom_kgm,"METAL SALTS OF ORGANIC COMPOUNDS, FLAMMABLE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,3181
adr_goods_3181_5kg,adr_class_4_1,F3,adr_label_4_1,5,uom.product_uom_kgm,"METAL SALTS OF ORGANIC COMPOUNDS, FLAMMABLE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3181
adr_goods_3182_1kg,adr_class_4_1,F3,adr_label_4_1,1,uom.product_uom_kgm,"METAL HYDRIDES, FLAMMABLE, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC04",2,E,3182
adr_goods_3182_5kg,adr_class_4_1,F3,adr_label_4_1,5,uom.product_uom_kgm,"METAL HYDRIDES, FLAMMABLE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC04,adr_packing_instruction_R001",3,E,3182
adr_goods_3183_S1_4dot2_274_P001/IBC02_2,adr_class_4_2,S1,adr_label_4_2,,,"SELF-HEATING LIQUID, ORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,3183
adr_goods_3183_S1_4dot2_274_P001/IBC02/R001_3,adr_class_4_2,S1,adr_label_4_2,,,"SELF-HEATING LIQUID, ORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3183
adr_goods_3184_ST1_4dot2/6dot1_274_P402/IBC02_2,adr_class_4_2,ST1,"adr_label_4_2,adr_label_6_1",,,"SELF-HEATING LIQUID, TOXIC, ORGANIC, N.O.S.","adr_packing_instruction_P402,adr_packing_instruction_IBC02",2,D/E,3184
adr_goods_3184_ST1_4dot2/6dot1_274_P001/IBC02/R001_3,adr_class_4_2,ST1,"adr_label_4_2,adr_label_6_1",,,"SELF-HEATING LIQUID, TOXIC, ORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3184
adr_goods_3185_SC1_4dot2/8_274_P402/IBC02_2,adr_class_4_2,SC1,"adr_label_4_2,adr_label_8",,,"SELF-HEATING LIQUID, CORROSIVE, ORGANIC, N.O.S.","adr_packing_instruction_P402,adr_packing_instruction_IBC02",2,D/E,3185
adr_goods_3185_SC1_4dot2/8_274_P001/IBC02/R001_3,adr_class_4_2,SC1,"adr_label_4_2,adr_label_8",,,"SELF-HEATING LIQUID, CORROSIVE, ORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3185
adr_goods_3186_S3_4dot2_274_P001/IBC02_2,adr_class_4_2,S3,adr_label_4_2,,,"SELF-HEATING LIQUID, INORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,3186
adr_goods_3186_S3_4dot2_274_P001/IBC02/R001_3,adr_class_4_2,S3,adr_label_4_2,,,"SELF-HEATING LIQUID, INORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3186
adr_goods_3187_ST3_4dot2/6dot1_274_P402/IBC02_2,adr_class_4_2,ST3,"adr_label_4_2,adr_label_6_1",,,"SELF-HEATING LIQUID, TOXIC, INORGANIC, N.O.S.","adr_packing_instruction_P402,adr_packing_instruction_IBC02",2,D/E,3187
adr_goods_3187_ST3_4dot2/6dot1_274_P001/IBC02/R001_3,adr_class_4_2,ST3,"adr_label_4_2,adr_label_6_1",,,"SELF-HEATING LIQUID, TOXIC, INORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3187
adr_goods_3188_SC3_4dot2/8_274_P402/IBC02_2,adr_class_4_2,SC3,"adr_label_4_2,adr_label_8",,,"SELF-HEATING LIQUID, CORROSIVE, INORGANIC, N.O.S.","adr_packing_instruction_P402,adr_packing_instruction_IBC02",2,D/E,3188
adr_goods_3188_SC3_4dot2/8_274_P001/IBC02/R001_3,adr_class_4_2,SC3,"adr_label_4_2,adr_label_8",,,"SELF-HEATING LIQUID, CORROSIVE, INORGANIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3188
adr_goods_3189_S4_4dot2_274/555_P410/IBC06_2,adr_class_4_2,S4,adr_label_4_2,,,"METAL POWDER, SELF-HEATING, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC06",2,D/E,3189
adr_goods_3189_S4_4dot2_274/555_P002/IBC08/LP02/R001_3,adr_class_4_2,S4,adr_label_4_2,,,"METAL POWDER, SELF-HEATING, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3189
adr_goods_3190_S4_4dot2_274_P410/IBC06_2,adr_class_4_2,S4,adr_label_4_2,,,"SELF-HEATING SOLID, INORGANIC, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC06",2,D/E,3190
adr_goods_3190_S4_4dot2_274_P002/IBC08/LP02/R001_3,adr_class_4_2,S4,adr_label_4_2,,,"SELF-HEATING SOLID, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3190
adr_goods_3191_ST4_4dot2/6dot1_274_P410/IBC05_2,adr_class_4_2,ST4,"adr_label_4_2,adr_label_6_1",,,"SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC05",2,D/E,3191
adr_goods_3191_ST4_4dot2/6dot1_274_P002/IBC08/R001_3,adr_class_4_2,ST4,"adr_label_4_2,adr_label_6_1",,,"SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,3191
adr_goods_3192_SC4_4dot2/8_274_P410/IBC05_2,adr_class_4_2,SC4,"adr_label_4_2,adr_label_8",,,"SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC05",2,D/E,3192
adr_goods_3192_SC4_4dot2/8_274_P002/IBC08/R001_3,adr_class_4_2,SC4,"adr_label_4_2,adr_label_8",,,"SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,3192
adr_goods_3194,adr_class_4_2,S3,adr_label_4_2,,,"PYROPHORIC LIQUID, INORGANIC, N.O.S.",adr_packing_instruction_P400,0,B/E,3194
adr_goods_3200,adr_class_4_2,S4,adr_label_4_2,,,"PYROPHORIC SOLID, INORGANIC, N.O.S.",adr_packing_instruction_P404,0,B/E,3200
adr_goods_3205_S4_4dot2_183/274_P410/IBC06_2,adr_class_4_2,S4,adr_label_4_2,,,"ALKALINE EARTH METAL ALCOHOLATES, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC06",2,D/E,3205
adr_goods_3205_S4_4dot2_183/274_P002/IBC08/LP02/R001_3,adr_class_4_2,S4,adr_label_4_2,,,"ALKALINE EARTH METAL ALCOHOLATES, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3205
adr_goods_3206_SC4_4dot2/8_182/274_P410/IBC05_2,adr_class_4_2,SC4,"adr_label_4_2,adr_label_8",,,"ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC05",2,D/E,3206
adr_goods_3206_SC4_4dot2/8_182/274_P002/IBC08/R001_3,adr_class_4_2,SC4,"adr_label_4_2,adr_label_8",,,"ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,3206
adr_goods_3208,adr_class_4_3,W2,adr_label_4_3,,,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.","adr_packing_instruction_P403,adr_packing_instruction_IBC99",1,E,3208
adr_goods_3208_500g,adr_class_4_3,W2,adr_label_4_3,500,uom.product_uom_gram,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC07",2,D/E,3208
adr_goods_3208_1kg,adr_class_4_3,W2,adr_label_4_3,1,uom.product_uom_kgm,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,3208
adr_goods_3209_WS_4dot3/4dot2_274/558_P403_1,adr_class_4_3,WS,"adr_label_4_3,adr_label_4_2",,,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",adr_packing_instruction_P403,1,E,3209
adr_goods_3209_WS_4dot3/4dot2_274/558_P410/IBC05_2,adr_class_4_3,WS,"adr_label_4_3,adr_label_4_2",,,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC05",2,D/E,3209
adr_goods_3209_WS_4dot3/4dot2_274/558_P410/IBC08/R001_3,adr_class_4_3,WS,"adr_label_4_3,adr_label_4_2",,,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.","adr_packing_instruction_P410,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,3209
adr_goods_3210_1L,adr_class_5_1,O1,adr_label_5_1,1,uom.product_uom_litre,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02",2,E,3210
adr_goods_3210_5L,adr_class_5_1,O1,adr_label_5_1,5,uom.product_uom_litre,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3210
adr_goods_3211_1L,adr_class_5_1,O1,adr_label_5_1,1,uom.product_uom_litre,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02",2,E,3211
adr_goods_3211_5L,adr_class_5_1,O1,adr_label_5_1,5,uom.product_uom_litre,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3211
adr_goods_3212,adr_class_5_1,O2,adr_label_5_1,1,uom.product_uom_kgm,"HYPOCHLORITES, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,3212
adr_goods_3213_1L,adr_class_5_1,O1,adr_label_5_1,1,uom.product_uom_litre,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02",2,E,3213
adr_goods_3213_5L,adr_class_5_1,O1,adr_label_5_1,5,uom.product_uom_litre,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3213
adr_goods_3214,adr_class_5_1,O1,adr_label_5_1,1,uom.product_uom_litre,"PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02",2,E,3214
adr_goods_3215,adr_class_5_1,O2,adr_label_5_1,5,uom.product_uom_kgm,"PERSULPHATES, INORGANIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,3215
adr_goods_3216,adr_class_5_1,O1,adr_label_5_1,5,uom.product_uom_litre,"PERSULPHATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3216
adr_goods_3218_1L,adr_class_5_1,O1,adr_label_5_1,1,uom.product_uom_litre,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02",2,E,3218
adr_goods_3218_5L,adr_class_5_1,O1,adr_label_5_1,5,uom.product_uom_litre,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3218
adr_goods_3219_1L,adr_class_5_1,O1,adr_label_5_1,1,uom.product_uom_litre,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC01",2,E,3219
adr_goods_3219_5L,adr_class_5_1,O1,adr_label_5_1,5,uom.product_uom_litre,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","adr_packing_instruction_P504,adr_packing_instruction_IBC02,adr_packing_instruction_R001",3,E,3219
adr_goods_3220,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,PENTAFLUOROETHANE (REFRIGERANT GAS R 125),adr_packing_instruction_P200,3,C/E,3220
adr_goods_3221,adr_class_4_1,SR1,"adr_label_4_1,adr_label_1",25,uom.product_uom_milliliter,SELF-REACTIVE LIQUID TYPE B,adr_packing_instruction_P520,1,B,3221
adr_goods_3222,adr_class_4_1,SR1,"adr_label_4_1,adr_label_1",100,uom.product_uom_gram,SELF-REACTIVE SOLID TYPE B,adr_packing_instruction_P520,1,B,3222
adr_goods_3223,adr_class_4_1,SR1,adr_label_4_1,25,uom.product_uom_milliliter,SELF-REACTIVE LIQUID TYPE C,adr_packing_instruction_P520,1,D,3223
adr_goods_3224,adr_class_4_1,SR1,adr_label_4_1,100,uom.product_uom_gram,SELF-REACTIVE SOLID TYPE C,adr_packing_instruction_P520,1,D,3224
adr_goods_3225,adr_class_4_1,SR1,adr_label_4_1,125,uom.product_uom_milliliter,SELF-REACTIVE LIQUID TYPE D,adr_packing_instruction_P520,2,D,3225
adr_goods_3226,adr_class_4_1,SR1,adr_label_4_1,500,uom.product_uom_gram,SELF-REACTIVE SOLID TYPE D,adr_packing_instruction_P520,2,D,3226
adr_goods_3227,adr_class_4_1,SR1,adr_label_4_1,125,uom.product_uom_milliliter,SELF-REACTIVE LIQUID TYPE E,adr_packing_instruction_P520,2,D,3227
